Id,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-net,hours-per-week,native-country,target
46118,41, Private,413365,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,40, United-States,0
46119,65, Private,195568,10, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,20, United-States,0
46120,43, Private,186245,4, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,40, United-States,0
46121,33, Private,279231,13, Married-civ-spouse, Sales, Husband, White, Male,-1977,40, United-States,1
46122,55, Federal-gov,171870,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,46, United-States,1
46123,32, Private,127651,9, Married-civ-spouse, Sales, Husband, White, Male,0,46, United-States,1
46124,56, Self-emp-not-inc,289605,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46125,29, Private,130856,11, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
46126,34, State-gov,49539,9, Never-married, Other-service, Own-child, White, Female,0,20, United-States,0
46127,39, Self-emp-not-inc,263081,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,50, United-States,0
46128,56, Local-gov,205759,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46129,33, Private,358655,13, Never-married, Adm-clerical, Own-child, White, Female,0,10, United-States,0
46130,51, Private,186299,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,30, United-States,0
46131,47, Private,289517,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
46132,22, Private,105686,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,40, United-States,0
46133,58, Local-gov,81132,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,80, Philippines,1
46134,25, Private,68302,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46135,34, Private,443546,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
46136,34, Self-emp-not-inc,195891,13, Married-civ-spouse, Sales, Husband, White, Male,0,50, ?,1
46137,35, Private,99462,9, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,40, United-States,0
46138,36, Private,224541,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
46139,70, ?,262502,10, Married-civ-spouse, ?, Husband, White, Male,-1844,24, United-States,0
46140,41, Private,118921,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,60, United-States,0
46141,46, Private,155489,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,50, United-States,1
46142,38, Self-emp-not-inc,248919,13, Divorced, Prof-specialty, Not-in-family, White, Male,27828,35, United-States,1
46143,47, Private,139268,13, Never-married, Tech-support, Not-in-family, White, Male,27828,38, United-States,1
46144,43, Self-emp-not-inc,245056,1, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,40, Haiti,0
46145,39, Private,433592,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,45, United-States,1
46146,29, Private,336624,13, Never-married, Prof-specialty, Not-in-family, White, Male,8614,40, United-States,1
46147,47, Private,177858,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,27828,60, United-States,1
46148,37, Private,207066,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
46149,19, Private,56750,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,30, United-States,0
46150,67, Private,110331,5, Divorced, Adm-clerical, Other-relative, White, Female,0,20, United-States,0
46151,40, Private,84801,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,40, United-States,1
46152,53, Local-gov,175897,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46153,31, Private,369027,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,37, United-States,0
46154,56, Private,170411,9, Divorced, Protective-serv, Own-child, White, Male,4101,38, United-States,0
46155,47, Private,171751,9, Divorced, Sales, Not-in-family, White, Female,0,40, United-States,0
46156,37, Private,61518,9, Married-civ-spouse, Sales, Husband, White, Male,0,50, United-States,0
46157,31, Private,214235,9, Married-civ-spouse, Sales, Husband, White, Male,-1977,40, United-States,1
46158,42, ?,56483,10, Married-AF-spouse, ?, Wife, White, Female,0,14, United-States,0
46159,44, Private,154993,10, Separated, Craft-repair, Unmarried, White, Female,0,55, United-States,0
46160,33, Private,160594,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,40, United-States,1
46161,22, Private,258298,10, Never-married, Adm-clerical, Own-child, White, Male,0,35, United-States,0
46162,52, Private,192666,8, Separated, Machine-op-inspct, Unmarried, Black, Male,0,40, United-States,0
46163,33, Private,156602,13, Never-married, Sales, Own-child, White, Male,3325,43, United-States,0
46164,31, Private,122116,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46165,75, Local-gov,73433,9, Married-civ-spouse, Other-service, Husband, White, Male,-2467,40, Canada,0
46166,50, Private,99185,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
46167,36, Private,203828,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, Italy,0
46168,58, Local-gov,101480,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
46169,20, Self-emp-inc,134815,5, Never-married, Craft-repair, Unmarried, White, Male,-625,40, United-States,0
46170,36, State-gov,235195,10, Separated, Prof-specialty, Unmarried, White, Female,0,32, United-States,0
46171,26, Private,93169,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,40, United-States,0
46172,58, Local-gov,36091,14, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,40, United-States,0
46173,57, Private,124318,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,45, United-States,0
46174,46, Self-emp-inc,188861,14, Never-married, Exec-managerial, Not-in-family, White, Male,-1564,50, United-States,1
46175,29, Private,194402,14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,42, ?,0
46176,42, Self-emp-not-inc,54651,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, Cuba,1
46177,34, Private,169496,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,1
46178,57, Private,34366,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,50, United-States,0
46179,35, State-gov,213076,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,0
46180,36, Local-gov,161132,10, Never-married, Protective-serv, Not-in-family, White, Male,0,56, United-States,0
46181,46, Private,479406,13, Married-civ-spouse, Sales, Husband, White, Male,-1672,40, United-States,0
46182,39, Private,115618,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,50, United-States,0
46183,25, Self-emp-inc,158033,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,65, United-States,0
46184,43, Private,108682,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,1
46185,26, Private,430195,7, Separated, Other-service, Unmarried, Black, Male,0,40, United-States,0
46186,46, Local-gov,138107,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1902,60, United-States,1
46187,27, Private,215014,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46188,35, Private,183279,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46189,68, Self-emp-not-inc,119056,9, Never-married, Sales, Not-in-family, White, Male,0,24, United-States,1
46190,52, Private,158583,10, Divorced, Tech-support, Not-in-family, White, Female,0,36, United-States,0
46191,26, Private,242464,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,50, United-States,0
46192,27, Private,35204,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,46, United-States,0
46193,52, Private,233149,14, Married-civ-spouse, Sales, Husband, White, Male,15024,40, United-States,1
46194,54, Private,182855,4, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
46195,29, Private,189346,9, Never-married, Transport-moving, Unmarried, White, Male,0,40, United-States,0
46196,39, Private,82726,10, Married-civ-spouse, Sales, Wife, White, Female,0,40, United-States,0
46197,38, Private,179481,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,45, United-States,1
46198,19, Private,167428,9, Never-married, Transport-moving, Own-child, White, Male,0,30, United-States,0
46199,22, Private,182117,10, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
46200,58, Private,162970,10, Married-civ-spouse, Sales, Husband, White, Male,-1977,60, United-States,1
46201,39, Private,421633,12, Divorced, Adm-clerical, Unmarried, Black, Female,0,40, United-States,0
46202,20, State-gov,231931,10, Never-married, Prof-specialty, Own-child, White, Male,0,40, United-States,0
46203,26, Private,132749,10, Never-married, Adm-clerical, Own-child, White, Female,0,40, United-States,0
46204,22, Private,254351,9, Never-married, Other-service, Not-in-family, White, Male,0,45, United-States,0
46205,31, State-gov,152109,11, Divorced, Protective-serv, Not-in-family, White, Male,0,40, United-States,0
46206,42, Private,100479,13, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,1
46207,53, Local-gov,222405,9, Never-married, Other-service, Not-in-family, Black, Male,0,40, United-States,0
46208,32, Private,117028,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46209,33, Private,91163,9, Separated, Other-service, Other-relative, Black, Female,0,40, United-States,0
46210,36, Private,150104,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,40, United-States,1
46211,39, Private,114605,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
46212,33, Private,348152,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
46213,33, Private,174463,9, Never-married, Craft-repair, Own-child, White, Male,0,35, United-States,0
46214,47, Private,180243,13, Never-married, Sales, Other-relative, White, Female,0,40, United-States,0
46215,31, Private,238816,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,40, United-States,0
46216,18, Private,275848,8, Never-married, Sales, Other-relative, White, Female,0,16, United-States,0
46217,51, Private,114520,9, Divorced, Sales, Unmarried, White, Male,0,16, United-States,0
46218,34, State-gov,275880,13, Separated, Exec-managerial, Unmarried, Black, Female,0,38, United-States,0
46219,39, Private,188148,10, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,48, United-States,0
46220,42, Private,112494,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,35, United-States,1
46221,17, ?,159771,6, Never-married, ?, Own-child, Black, Male,0,6, England,0
46222,27, Private,278736,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, Mexico,0
46223,20, ?,354351,10, Never-married, ?, Own-child, White, Male,0,35, United-States,0
46224,33, Private,252257,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
46225,62, ?,128230,14, Married-civ-spouse, ?, Husband, White, Male,0,48, United-States,1
46226,27, Private,321456,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,0
46227,45, Self-emp-inc,200825,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
46228,19, Private,86143,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,20, Philippines,0
46229,40, State-gov,353687,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,40, United-States,1
46230,43, Local-gov,212847,9, Divorced, Transport-moving, Not-in-family, White, Male,0,40, United-States,0
46231,60, Private,154589,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,35, United-States,1
46232,42, Private,183765,10, Married-civ-spouse, Sales, Husband, White, Male,0,50, United-States,0
46233,28, Private,186672,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,40, Jamaica,0
46234,50, Private,249096,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,60, United-States,1
46235,27, Private,190784,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,45, United-States,0
46236,25, Private,144516,9, Never-married, Transport-moving, Not-in-family, White, Male,0,40, United-States,0
46237,53, Private,124993,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,43, United-States,1
46238,24, Private,111376,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
46239,40, Private,300838,2, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,40, Mexico,0
46240,28, Private,359049,9, Never-married, Tech-support, Not-in-family, White, Male,-1092,60, United-States,0
46241,36, ?,100669,9, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,25, United-States,0
46242,46, Self-emp-not-inc,366089,13, Married-civ-spouse, Sales, Husband, White, Male,0,60, United-States,1
46243,19, Private,110998,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,40, Philippines,0
46244,23, Private,60409,10, Never-married, Tech-support, Not-in-family, White, Female,0,40, United-States,0
46245,55, Private,129263,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,40, United-States,0
46246,48, Private,219967,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46247,45, Private,171540,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46248,55, Local-gov,61708,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
46249,36, Private,294760,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,50, United-States,0
46250,35, Private,209280,9, Divorced, Other-service, Unmarried, White, Female,0,31, United-States,0
46251,31, Private,208881,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
46252,17, Private,191535,7, Never-married, Adm-clerical, Own-child, White, Male,0,7, United-States,0
46253,31, Private,143851,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,40, United-States,1
46254,51, Private,161599,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, ?,0
46255,20, Self-emp-not-inc,428299,9, Never-married, Sales, Own-child, White, Male,0,40, United-States,0
46256,32, Self-emp-not-inc,199366,6, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,16, United-States,0
46257,34, Local-gov,484911,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,40, United-States,0
46258,37, Private,390243,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,45, United-States,0
46259,55, Self-emp-not-inc,204502,9, Married-civ-spouse, Sales, Husband, White, Male,0,35, United-States,0
46260,32, Self-emp-not-inc,114419,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,0
46261,49, Private,79436,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,48, United-States,0
46262,54, Private,141272,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,40, United-States,1
46263,62, Local-gov,123749,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
46264,18, Private,101173,9, Never-married, Exec-managerial, Own-child, White, Female,0,35, United-States,0
46265,49, Private,39518,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,40, United-States,1
46266,26, Private,250038,5, Never-married, Farming-fishing, Other-relative, White, Male,0,40, Mexico,0
46267,59, Self-emp-inc,165695,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,20, United-States,1
46268,48, Local-gov,225594,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,40, United-States,0
46269,21, State-gov,51979,10, Never-married, Other-service, Own-child, White, Female,0,11, United-States,0
46270,31, Private,177675,10, Married-civ-spouse, Sales, Husband, White, Male,0,60, United-States,1
46271,37, Private,199739,10, Divorced, Craft-repair, Own-child, White, Male,0,40, United-States,0
46272,38, Private,27408,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,60, United-States,0
46273,28, Private,110169,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,3, United-States,0
46274,39, Self-emp-not-inc,179488,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,0
46275,30, Private,118551,13, Never-married, Sales, Not-in-family, White, Female,0,35, United-States,1
46276,71, Self-emp-not-inc,157845,13, Married-civ-spouse, Sales, Husband, White, Male,0,20, United-States,0
46277,37, Self-emp-not-inc,68899,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,60, United-States,1
46278,53, Private,58535,9, Divorced, Sales, Not-in-family, White, Female,0,40, United-States,0
46279,39, Private,191503,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1887,40, United-States,1
46280,34, Private,113364,12, Married-civ-spouse, Other-service, Husband, White, Male,0,35, United-States,0
46281,34, Self-emp-not-inc,204742,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,62, United-States,0
46282,21, Private,163870,10, Never-married, Sales, Own-child, White, Male,0,40, ?,0
46283,53, Private,208122,10, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,60, United-States,1
46284,46, Local-gov,174361,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
46285,23, Private,265077,13, Never-married, Adm-clerical, Own-child, White, Female,1055,10, United-States,0
46286,50, Private,241648,11, Divorced, Other-service, Not-in-family, White, Female,0,20, United-States,0
46287,30, Private,94145,9, Divorced, Adm-clerical, Unmarried, Black, Male,0,40, United-States,0
46288,32, Private,178449,9, Never-married, Craft-repair, Not-in-family, White, Male,0,50, United-States,0
46289,23, Private,236804,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,30, United-States,0
46290,53, Self-emp-not-inc,187830,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,35, United-States,1
46291,41, Private,66208,15, Divorced, Prof-specialty, Unmarried, White, Female,0,45, United-States,0
46292,42, Private,219155,13, Married-civ-spouse, Sales, Husband, White, Male,15024,50, United-States,1
46293,38, Private,99146,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,65, United-States,0
46294,45, Private,142889,9, Divorced, Craft-repair, Unmarried, White, Male,0,44, United-States,0
46295,56, Private,136164,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
46296,36, Private,154410,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
46297,65, Private,113293,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46298,41, Private,195096,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
46299,42, Private,172641,4, Separated, Machine-op-inspct, Unmarried, Black, Female,0,40, United-States,0
46300,43, Private,265072,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-2258,50, United-States,1
46301,22, Private,305874,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,60, United-States,0
46302,51, Private,312446,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,37, United-States,1
46303,21, Private,391312,9, Never-married, Other-service, Not-in-family, Black, Female,0,30, United-States,0
46304,32, Private,234976,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,55, United-States,0
46305,19, Private,199495,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, United-States,0
46306,53, Private,98561,9, Widowed, Tech-support, Not-in-family, White, Male,0,39, United-States,1
46307,43, Private,176452,5, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,50, ?,1
46308,17, Private,188996,5, Never-married, Sales, Not-in-family, White, Female,0,30, United-States,0
46309,46, State-gov,171926,14, Divorced, Exec-managerial, Unmarried, White, Male,7430,50, United-States,1
46310,45, Local-gov,310260,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,50, United-States,1
46311,52, Private,72257,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
46312,37, Self-emp-not-inc,86643,12, Never-married, Transport-moving, Not-in-family, White, Male,0,50, United-States,0
46313,18, Private,115815,7, Never-married, Other-service, Own-child, White, Male,0,20, United-States,0
46314,53, Private,227475,13, Divorced, Sales, Not-in-family, White, Female,0,40, United-States,0
46315,45, Local-gov,324550,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,40, United-States,1
46316,37, Private,138105,9, Separated, Craft-repair, Unmarried, White, Female,0,40, United-States,0
46317,19, Private,146189,7, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,43, United-States,0
46318,25, Private,478836,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
46319,57, Private,513440,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, Mexico,0
46320,19, Private,151806,10, Never-married, Other-service, Not-in-family, White, Female,0,40, United-States,0
46321,45, Private,363253,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,50, ?,1
46322,54, Self-emp-inc,263925,9, Divorced, Sales, Not-in-family, White, Male,0,50, United-States,0
46323,29, Private,57617,10, Never-married, Other-service, Not-in-family, White, Female,0,34, United-States,0
46324,32, Private,208761,9, Never-married, Transport-moving, Not-in-family, White, Male,0,60, United-States,0
46325,49, Private,169092,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,40, ?,0
46326,34, Private,173854,14, Divorced, Exec-managerial, Not-in-family, White, Male,27828,60, United-States,1
46327,46, Local-gov,116906,14, Never-married, Prof-specialty, Not-in-family, Black, Female,-2258,35, United-States,0
46328,43, Private,163769,6, Separated, Other-service, Unmarried, White, Female,0,40, United-States,0
46329,32, Federal-gov,72630,15, Never-married, Prof-specialty, Not-in-family, White, Male,14084,55, United-States,1
46330,58, ?,141409,11, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
46331,67, Private,24968,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,0
46332,24, Private,118514,9, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
46333,19, ?,116834,10, Never-married, ?, Own-child, White, Female,0,25, United-States,0
46334,42, Self-emp-not-inc,99185,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
46335,32, Private,121769,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46336,59, Private,160271,4, Separated, Machine-op-inspct, Not-in-family, White, Male,0,40, United-States,0
46337,34, Private,123429,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,60, United-States,0
46338,24, Private,744929,9, Never-married, Exec-managerial, Own-child, Black, Female,0,40, United-States,0
46339,21, Private,143604,10, Never-married, Adm-clerical, Own-child, White, Female,0,12, United-States,0
46340,36, Private,284582,10, Separated, Sales, Unmarried, White, Female,0,40, United-States,0
46341,38, ?,229363,9, Married-civ-spouse, ?, Wife, White, Female,0,4, United-States,0
46342,53, Private,161482,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,50, United-States,1
46343,24, Self-emp-not-inc,107452,10, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,0
46344,38, State-gov,534775,10, Never-married, Tech-support, Unmarried, Black, Female,0,50, United-States,0
46345,51, Private,183200,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1902,40, United-States,0
46346,42, Private,169980,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,50, United-States,1
46347,22, Private,299047,10, Never-married, Adm-clerical, Own-child, White, Female,0,30, United-States,0
46348,53, Private,92475,10, Never-married, Adm-clerical, Other-relative, White, Female,0,40, United-States,0
46349,51, Private,114758,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,48, United-States,1
46350,65, Self-emp-not-inc,55894,15, Divorced, Tech-support, Not-in-family, White, Male,0,40, United-States,0
46351,40, Private,98466,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,0
46352,39, Private,170174,11, Never-married, Adm-clerical, Own-child, White, Male,14344,40, United-States,1
46353,54, Private,335177,9, Divorced, Craft-repair, Unmarried, White, Male,0,45, ?,0
46354,24, Private,511231,9, Never-married, Other-service, Own-child, Black, Male,0,40, United-States,0
46355,32, Local-gov,257849,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,40, United-States,0
46356,40, Local-gov,208751,13, Divorced, Prof-specialty, Unmarried, White, Female,0,40, United-States,0
46357,36, Private,383566,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,55, England,1
46358,47, ?,214605,9, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
46359,40, State-gov,243664,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,40, United-States,0
46360,41, Private,176716,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1902,40, United-States,1
46361,38, Private,366618,9, Divorced, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
46362,36, Self-emp-inc,83748,10, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,70, South,0
46363,64, Private,278585,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,40, United-States,0
46364,47, Private,106942,4, Separated, Other-service, Not-in-family, White, Female,0,38, United-States,0
46365,22, Private,372898,10, Never-married, Adm-clerical, Own-child, White, Female,0,20, United-States,0
46366,48, Private,183610,11, Divorced, Tech-support, Not-in-family, White, Female,0,40, United-States,0
46367,45, Private,106061,7, Married-civ-spouse, Sales, Husband, White, Male,0,70, United-States,0
46368,58, State-gov,138130,9, Never-married, Tech-support, Own-child, Black, Female,0,40, United-States,0
46369,48, Private,43479,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,40, United-States,0
46370,49, Private,118520,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,45, United-States,0
46371,34, Federal-gov,207284,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
46372,43, State-gov,598995,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,3103,40, United-States,1
46373,50, State-gov,141608,9, Married-civ-spouse, Other-service, Wife, White, Female,0,30, United-States,0
46374,31, Private,230912,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,55, United-States,0
46375,31, Private,309170,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
46376,57, Private,27459,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,40, United-States,0
46377,33, Self-emp-not-inc,266674,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,56, United-States,1
46378,52, Private,93127,7, Married-civ-spouse, Other-service, Husband, White, Male,0,32, United-States,0
46379,43, Self-emp-inc,27444,13, Married-civ-spouse, Sales, Husband, White, Male,99999,40, United-States,1
46380,30, Private,131415,13, Never-married, Priv-house-serv, Not-in-family, White, Female,0,60, United-States,0
46381,54, Private,105428,9, Divorced, Craft-repair, Not-in-family, White, Male,-1741,40, United-States,0
46382,36, Private,139364,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,10520,40, Ireland,1
46383,43, Private,236936,9, Divorced, Exec-managerial, Unmarried, White, Female,0,47, United-States,1
46384,35, Private,109204,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,40, United-States,0
46385,56, Private,456592,9, Divorced, Other-service, Unmarried, White, Female,0,37, United-States,0
46386,34, Self-emp-not-inc,173201,14, Never-married, Prof-specialty, Own-child, White, Male,0,50, Cuba,0
46387,19, ?,183408,9, Never-married, ?, Own-child, White, Male,0,40, United-States,0
46388,51, Private,111721,9, Married-civ-spouse, Other-service, Husband, White, Male,0,35, United-States,0
46389,39, Private,268258,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,7688,50, United-States,1
46390,59, Private,128258,9, Divorced, Adm-clerical, Unmarried, White, Female,0,38, United-States,0
46391,46, Self-emp-not-inc,525848,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,48, United-States,0
46392,39, Private,124090,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,40, United-States,0
46393,67, Private,249043,10, Married-civ-spouse, Sales, Husband, White, Male,6767,40, United-States,0
46394,38, Private,119098,10, Never-married, Tech-support, Not-in-family, White, Male,0,42, United-States,0
46395,70, ?,30772,4, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
46396,22, Local-gov,49414,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,40, United-States,0
46397,30, Private,197886,13, Never-married, Sales, Own-child, White, Male,0,40, United-States,1
46398,39, Without-pay,334291,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,0
46399,21, ?,171156,10, Never-married, ?, Not-in-family, White, Female,0,40, United-States,0
